"","name","dialog","scene","start","end","subs"
"928","ELROND","Gandalf, the enemy is moving. Sauron's forces are massing in the east. His eye is fixed on Rivendell. And Saruman, you tell me, has betrayed us. Our list of allies grows thin.","FRODO'S BEDROOM--RIVENDELL",5400.7,5417.3,"- Gandalf, the enemy is moving.  Sauron's forces are massing in the East. His eye is fixed on Rivendell. And Saruman, you tell me, has betrayed us. Our list of allies grows thin."
"929","!","CONTINUED:

","FRODO'S BEDROOM--RIVENDELL",0,0,""
"930","GANDALF","His treachery runs deeper than you know. By foul craft, Saruman has crossed Orc with Goblin Men...he is breeding an army in the caverns of Isengard. An army that can move in Sunlight and cover great distance at speed. Saruman is coming for the Ring.","FRODO'S BEDROOM--RIVENDELL",5418.1,5434.8,"His treachery runs deeper than you know. By foul craft, Saruman has crossed orcs with goblin-men. He's breeding an army in the caverns of Isengard. An army that can move in sunlight and cover great distance at speed. Saruman is coming for the ring."
"931","!","Elrond turns and walks away...
","FRODO'S BEDROOM--RIVENDELL",0,0,""
"932","ELROND","This evil cannot be concealed by the power of the Elves...We do not have the strength to fight both Mordor and Isengard...Gandalf...the ring cannot stay here.","FRODO'S BEDROOM--RIVENDELL",5435.3,5452.6,"This evil cannot be concealed by the power of the elves. We do not have the strength to fight both Mordor and Isengard! Gandalf... ...the ring cannot stay here."
"933","!","Gandalf turns and looks out the window.

Sounds of arrivals...Gandalf watches as Boromir rides through
Rivendell gate, followed by Legolas and Gimli.
","FRODO'S BEDROOM--RIVENDELL",0,0,""
"934","ELROND","This peril belongs to all Middle earth. They must decide how to end it. Not just for themselves but for those who come after.","FRODO'S BEDROOM--RIVENDELL",5472.3,5478.4,"This peril belongs to all Middle-earth. They must decide now how to end it. Not just for themselves but for those who come after."
"935","!","Elrond approaches Gandalf.
","FRODO'S BEDROOM--RIVENDELL",0,0,""
"936","ELROND","The time of the Elves is over. My people are leaving these shores. Who will you look to when we have gone? The dwarves? They hide in their mountains seeking riches. They care nothing for the troubles of others.","FRODO'S BEDROOM--RIVENDELL",5479.5,5492.5,"The time of the elves is over. My people are leaving these shores. Who will you look to when we've gone? The dwarves? They hide in mountains seeking riches. They care nothing for the troubles of others."
"937","!","","FRODO'S BEDROOM--RIVENDELL",0,0,""
"938","GANDALF","It is in Men that we must place our hope.","FRODO'S BEDROOM--RIVENDELL",5494.2,5497,"It is in men that we must place our hope."
"939","!","","FRODO'S BEDROOM--RIVENDELL",0,0,""
"940","ELROND","Men? Men are weak.      The race of Men is failing. The blood     of Numenor is all but spent, its pride and    dignity forgotten. It is because of men    the Ring survives.","FRODO'S BEDROOM--RIVENDELL",5497.5,5511.6,"Men? Men are weak. The race of men is failing. The blood of Numenor is all but spent, its pride and dignity forgotten. It is because of men the ring survives."
"941","!","FLASH INSERT: With the broken sword, Isildur slices off
Sauron's finger. Elrond reacts.
","FRODO'S BEDROOM--RIVENDELL",0,0,""
"942","ELROND","I was there, Gandalf...I was there 3000 ago when Isildur took the ring.","FRODO'S BEDROOM--RIVENDELL",5512,5526.2,"I was there, Gandalf. I was there 3000 years ago... ... when Isildur took the ring."
"943","!","FLASH INSERT: ISILDUR PICKS UP THE RING AND STARES AT IT,

ENTRANCED.
","FRODO'S BEDROOM--RIVENDELL",0,0,""
"944","ELROND","I was there the day the strength of Men failed.","FRODO'S BEDROOM--RIVENDELL",5526.5,5530.2,"I was there the day the strength of men failed."
"945","!","INT. CRACK OF DOOM -- DAY
","CRACK OF DOOM -- DAY",0,0,""
"946","ELROND","Isildur...hurry...follow me!","CRACK OF DOOM -- DAY",5532.9,5535.4,"Isildur, hurry! Follow me."
"947","!","IMAGES: ELROND leads Isildur into the steaming volcano.
","CRACK OF DOOM -- DAY",0,0,""
"948","ELROND","I let Isildur into the heart of Mount Doom, where the ring was forged: the one place it could be destroyed.","CRACK OF DOOM -- DAY",5537.1,5544.4,"I led Isildur into the heart of Mount Doom... ...where the ring was forged, the one place it could be destroyed."
"949","!","FLASH INSERT: ELROND AND ISILDUR STAND BEFORE THE FIRES OF

MT. DOOM.
","CRACK OF DOOM -- DAY",0,0,""
"950","ELROND","Cast it into the fire...destroy it!","CRACK OF DOOM -- DAY",5544.6,5556,"Cast it into the fire! - Destroy it!"
"951","!","CLOSE ON: ISILDUR...CAPTIVATED BY THE RING.
","CRACK OF DOOM -- DAY",0,0,""
"952","ISILDUR","No.","CRACK OF DOOM -- DAY",5552.4,5556,"- No."
"953","!","Isildur turns and walks away
","CRACK OF DOOM -- DAY",0,0,""
"954","ELROND","Isildur!!","CRACK OF DOOM -- DAY",5552.4,5559.6," Isildur!"
"955","!","INT. ENROND'S CHAMBER, RIVERDELL -- DAY

Elrond turns to Gandalf.
","ENROND'S CHAMBER, RIVERDELL -- DAY",0,0,""
"956","ELROND","It should have ended that day, but evil was allowed to endure. Isildur kept the Ring...and the line of Kings was broken. There's no strength left in the world of Men. They're scattered, divided, leaderless.","ENROND'S CHAMBER, RIVERDELL -- DAY",5560.1,5582.7,"It should have ended that day, but evil was allowed to endure. Isildur kept the ring. The line of kings is broken. There's no strength left in the world of men. - They're scattered, divided, leaderless."
"957","!","CONTINUED:

","ENROND'S CHAMBER, RIVERDELL -- DAY",0,0,""
"958","GANDALF","There is one who could unite them, one who could re claim the thrown of Gondor.","ENROND'S CHAMBER, RIVERDELL -- DAY",5578.1,5586.3,"- There is one who could unite them.  One who could reclaim the throne of Gondor."
"959","!","","ENROND'S CHAMBER, RIVERDELL -- DAY",0,0,""
"960","ELROND","He turned from that path a long time ago. He has chosen exile.","ENROND'S CHAMBER, RIVERDELL -- DAY",5588.2,5594.2,"He turned from that path a long time ago. He has chosen exile."
"961","!","INT. ELROND'S CHAMBER, RIVENDELL -- NIGHT

Strider watches from the shadows...as Boromir strolls through
the darkened gallery. Boromir's eyes are drawn to an old
Fresco on the wall...depicting Isildur defeating Sauron.
Boromir looks with Wonderment at Narsil, the Broken Blade of
Elendil, which lies on a cloth-covered plinth.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"962","BOROMIR","The shards of Narsil...the blade that cut the Ring from Sauron's hand.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5655.1,5665.7,"The shards of Narsil. The blade that cut the ring from Sauron's hand."
"963","!","Boromir picks up the sword and gently touches the Blade.
Close on: a small bloom of blood appears on Boromir's finger...
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"964","BOROMIR","Still sharp.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5668.8,5671,"It's still sharp."
"965","!","Boromir senses Strider's presence...he looks from the blade
to Strider, as if sensing a connection.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"966","BOROMIR","But no more than a broken heirloom.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5680,5682.9,"But no more than a broken heirloom."
"967","!","BOROMIR replaces the Broken blade, but it clatters to the floor.
Boromir walks away, leaving Strider sitting alone.

Close on: Strider picks up the broken hilt, as Arwen appears
behind him.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"968","ARWEN","Why do you fear the past? You are Isildur's heir...not Isildur himself. You are not bound to his fate.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5709.9,5722.7,"Why do you fear the past? You are Isildur's heir, not Isildur himseIf. You are not bound to his fate."
"969","!","","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"970","STRIDER","The same blood flows in my veins...the same weakness...","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5723.3,5732.8,"The same blood flows in my veins. The same weakness."
"971","!","CONTINUED:

","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"972","ARWEN","Your time will come. You will face the same evil...and you will defeat it. A si i-duath u-orthor, Aragorn...u or le a u or nin. The shadow does not hold sway yet...not over you and not over me.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5735.6,5742.8,"Your time will come. You will face the same evil. And you will defeat it. A si i-duath u-orthor, Aragorn...u or le a u or nin. The shadow does not hold sway yet...not over you and not over me."
"973","!","EXT. RIVENDELL VALLEY -- NIGHT

Night falls upon the beautiful valley of Rivendell... still
and quiet.

EXT. RIVENDELL WATERFALL -- NIGHT

Strider and Arwen stand upon a stone bridge...the Evenstar at
Arwen's breast shines in the moonlight.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"974","ARWEN","Renech I lu I erui govannem?   Do you remember when we first met?","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"975","!","","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"976","STRIDER","Nauthannim I ned ol reniannen.   I thought I had strayed into a dream.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"977","!","Arwen reaches up and gently touches the Grey at Strider's
temples.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"978","ARWEN","Gwenin in enniath...u-arnech in naeth I se celich. Long years have passed...you did not have the care you carry now.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"979","!","Arwen looks into Strider's eyes.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"980","ARWEN","Renech I Beth I pennen? Do you remember what I told you?","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"981","!","Arwen reaches for Strider's hand...
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"982","STRIDER","You said you'd bind yourself to me, forsaking the immortal life of your people.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5793.5,5803,"You said you'd bind yourself to me... ...forsaking the immortal life of your people."
"983","!","CONTINUED:

","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"984","ARWEN","And to that I hold. I would rather share one lifetime with you than face all the ages of this world alone.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5804.3,5814,"And to that I hold. I would rather share one lifetime with you... ...than face all the ages of this world alone."
"985","!","Strider looks down. In his hand lies the Evenstar.
","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"986","ARWEN","I choose a mortal live.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5822.9,5826.2,"I choose a mortal life."
"987","!","","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"988","STRIDER","You cannot give me this.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5827.7,5831.8,"- You cannot give me this."
"989","!","","ELROND'S CHAMBER, RIVENDELL -- NIGHT",0,0,""
"990","ARWEN","It is mine to give to whom I will, like my heart.","ELROND'S CHAMBER, RIVENDELL -- NIGHT",5827.7,5837.6,"- It is mine to give to whom I will...  ...like my heart."
"991","!","Arwen closes Strider's fingers around the jewel.

Arwen leans towards Strider, gently kissing him.


INT. COUNCIL CHAMBER, RIVENDELL -- DAY

Elrond addresses the council...
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"992","ELROND","Strangers from distant lands ... friends of old. You have been summoned here to answer the threat of Mordor. Middle-earth stands upon the brink of destruction. None can escape it. You will unite...or you will fall. Each race is bound to this fate...this one doom...","COUNCIL CHAMBER, RIVENDELL -- DAY",5853.5,5875,"Strangers from distant lands, friends of old... ...you've been summoned here to answer the threat of Mordor. Middle-earth stands upon the brink of destruction. None can escape it. You will unite, or you will fall. Each race is bound to this fate, this one doom."
"993","!","Frodo sits amongst a council of free-peoples of Middle earth,
Elrond stands before them, addressing Gandalf, Strider,
Legolas, and 20 other elves, Dwarves, and men.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"994","ELROND","Bring forth the ring, Frodo.","COUNCIL CHAMBER, RIVENDELL -- DAY",5877,5880.3,"Bring forth the ring, Frodo."
"995","!","Frodo steps forward and moves towards a stone Plinth. He
places the ring on the plinth and returns to his seat.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"996","BOROMIR","So it is true!","COUNCIL CHAMBER, RIVENDELL -- DAY",5894.6,5896.2,"So it is true."
"997","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"998","LEGOLAS","Sauron's Ring! The ring of power!","COUNCIL CHAMBER, RIVENDELL -- DAY",5906,5907.5,"Sauron's ring! The ring of power..."
"999","!","CONTINUED:

","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1000","GIMLI","The doom of man!","COUNCIL CHAMBER, RIVENDELL -- DAY",5909.6,5911.1,"The doom of men..."
"1001","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1002","BOROMIR","It is a gift...a gift to the foes of Mordor! Why not use this Ring? Long has my father, the Steward of Gondor, held the forces of Mordor at bay...by the blood of our people are your lands kept safe. Give Gondor the weapon of the enemy...let us use it against him!","COUNCIL CHAMBER, RIVENDELL -- DAY",5981.1,6003.9,"It is a gift. A gift to the foes of Mordor. Why not use this ring? Long has my father, the Steward of Gondor... ...kept the forces of Mordor at bay. By the blood of our people... ...are your lands kept safe. Give Gondor the weapon of the enemy. Let us use it against him."
"1003","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1004","STRIDER","You cannot wield it. None of us can. The one ring answers to Sauron alone...it has no other master.","COUNCIL CHAMBER, RIVENDELL -- DAY",6004.3,6012.6,"You cannot wield it. None of us can. The One Ring answers to Sauron alone. It has no other master."
"1005","!","Boromir turns and looks at Strider, coolly.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1006","BOROMIR","And what would a ranger know of this matter?","COUNCIL CHAMBER, RIVENDELL -- DAY",6013,6016.4,"And what would a ranger know of this matter?"
"1007","!","Strider says nothing and Boromir turns away dismissively.
LEGOLAS stands...
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1008","LEGOLAS","This is no mere Ranger. He is Aragorn, son of Arathorn. You owe him your allegiance.","COUNCIL CHAMBER, RIVENDELL -- DAY",6016.7,6026.7,"This is no mere ranger. He is Aragorn, son of Arathorn. You owe him your allegiance."
"1009","!","Frodo looks at Strider questioningly...Boromir turns sharply.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1010","BOROMIR","Aragorn? This is Isildur's heir?","COUNCIL CHAMBER, RIVENDELL -- DAY",6030.9,6037.4,"Aragorn. This is Isildur’s heir?"
"1011","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1012","LEGOLAS","And heir to the throne of Gondor.","COUNCIL CHAMBER, RIVENDELL -- DAY",6039.8,6042.5,"And heir to the throne of Gondor."
"1013","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1014","ARAGORN","Havo dad, Legolas...Sit down, Legolas..","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1015","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1016","BOROMIR","Gondor needs no king.","COUNCIL CHAMBER, RIVENDELL -- DAY",6054.2,6055.8,"Gondor needs no king."
"1017","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1018","GANDALF","Aragorn is right...we cannot use it.","COUNCIL CHAMBER, RIVENDELL -- DAY",6062.5,6066,"Aragorn is right. We cannot use it."
"1019","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1020","ELROND","You have only one choice..the ring must be destroyed.","COUNCIL CHAMBER, RIVENDELL -- DAY",6067.2,6073.1,"You have only one choice. The ring must be destroyed."
"1021","!","CONTINUED: (2)


The HUM OF THE RING seems to grow louder in Frodo's ears.
Gimli suddenly stands, excited.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1022","GIMLI","Then...what are we waiting for?","COUNCIL CHAMBER, RIVENDELL -- DAY",6078.4,6080.9,"Then... What are we waiting for?"
"1023","!","Gimli suddenly rushes forward! He swings his axe down on the
ring. The axe shatters with a deafening crack! Gimli falls
backwards, staring in disbelief at the ring...unharmed! Frodo
winces as an angry image of the fiery eye hits him! He slumps
in this chair, clutching his forehead. Gandalf looks at him
with concern.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1024","ELROND","The ring cannot be destroyed, Gimli, son of Gloin, by any craft that we","COUNCIL CHAMBER, RIVENDELL -- DAY",6093.1,6100.5,"The ring cannot be destroyed, Gimli, son of Gloin... ...by any craft that we here possess."
"1025","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1026","ELROND","here possess. The ring was made in the fires of Mount Doom...only there can it be unmade. It must be taken deep into Mordor, and cast back into the fiery chasm from whence it came. One of you must do this.","COUNCIL CHAMBER, RIVENDELL -- DAY",6101.2,6124.8,"The ring was made in the fires of Mount Doom. Only there can it be unmade. It must be taken deep into Mordor... ...and cast back into the fiery chasm from whence it came. One of you... ...must do this."
"1027","!","Stunned silence...the council sits with downcast eyes, as if
a great dread has descended on them. Boromir addresses the
council in a quiet voice
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1028","BOROMIR","One does not simply walk into Mordor. Its black gates are guarded by more than just Orcs. There is evil there that does not sleep and the Great Eye is ever watchful. It is a barren wasteland, riddled with fire and ash and dust...the very air you breathe is a poisonous fume. Not with ten thousand men could you do this. It is folly.","COUNCIL CHAMBER, RIVENDELL -- DAY",6127.8,6160.4,"One does not simply walk into Mordor. Its black gates are guarded by more than just orcs. There is evil there that does not sleep. The great eye is ever-watchful. It is a barren wasteland... ...riddled with fire, and ash and dust. The very air you breathe is a poisonous fume. Not with 10,000 men could you do this. It is folly."
"1029","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1030","LEGOLAS","Have you heard nothing Lord Elrond has said? The ring must be destroyed.","COUNCIL CHAMBER, RIVENDELL -- DAY",6160.8,6165.1,"Have you heard nothing Lord Elrond has said? The ring must be destroyed."
"1031","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1032","GIMLI","And I suppose you think you're the one to do it?","COUNCIL CHAMBER, RIVENDELL -- DAY",6165.5,6167.9,"And I suppose you think you are the one to do it!"
"1033","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1034","BOROMIR","And if we fail, what then? What happens when Sauron takes back what is his?","COUNCIL CHAMBER, RIVENDELL -- DAY",6168.2,6172.7,"And if we fail, what then? What happens when Sauron takes back what is his?"
"1035","!","Gimli leaps to his feet!


CONTINUED: (3)

","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1036","GIMLI","I will be dead before I see the Ring in the hands of an Elf!","COUNCIL CHAMBER, RIVENDELL -- DAY",6173.1,6178.2,"I will be dead before I see the ring in the hands of an elf!"
"1037","!","A STORM OF ARGUMENT erupts around the room.
CLOSE ON:FRODO...sound disappears as he watches in slow
motion...the angry faces, the shaking fists, the accusatory
fingers, his eyes move across to the ring...the hum grows
louder in his head.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1038","GIMLI","Never trust an Elf!","COUNCIL CHAMBER, RIVENDELL -- DAY",6180.4,6182.8,"Never trust an elf!"
"1039","!","CLOSE ON: THE RING fills the screen...streams of blood flow
across the surface... flames flicker within the Gold Band.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1040","GANDALF","Do you not understand? While we    bicker among ourselves, Sauron's power   grows! No one will escape it. You will   all be destroyed, your homes burnt and   your families put to the sword!","COUNCIL CHAMBER, RIVENDELL -- DAY",6184.1,6193,"Do you not understand? While you bicker amongst yourselves, Sauron's power grows! None can escape it! You'll all be destroyed! Your homes burnt and your families put to the sword."
"1041","!","CLOSE ON: FRODO...breathing rapidly, Caught in the grip of
his hideous vision. With a huge effort or will, Frodo tears
his gaze upon the ring. Frodo suddenly stands...he speaks in
a strong, clear voice.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1042","FRODO","I will take it...I will take it...I will take the Ring to Mordor.","COUNCIL CHAMBER, RIVENDELL -- DAY",6211.8,6227.4,"I will take it. I will take it. I will take the ring to Mordor."
"1043","!","Sudden silence...Frodo looks around the room at the astounded
faces.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1044","FRODO","Though...I do not know the way.","COUNCIL CHAMBER, RIVENDELL -- DAY",6235.7,6241.8,"Though... ...I do not know the way."
"1045","!","Gandalf rises to his feet.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1046","GANDALF","I will help you bear this burden, Frodo Baggins, as long as it is yours to bear.","COUNCIL CHAMBER, RIVENDELL -- DAY",6243.8,6251.6,"I will help you bear this burden, Frodo Baggins... ...as long as it is yours to bear."
"1047","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1048","ARAGORN","If, by my life or death, I can protect you, I will. ...you have my sword.","COUNCIL CHAMBER, RIVENDELL -- DAY",6252.8,6263.4,"If by my life or death I can protect you... ...I will. You have my sword."
"1049","!","Aragorn steps forward...followed by Legolas and Gimli.



CONTINUED: (4)

","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1050","LEGOLAS","And you have my bow.","COUNCIL CHAMBER, RIVENDELL -- DAY",6265.3,6267.3,"And you have my bow."
"1051","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1052","GIMLI","And my axe.","COUNCIL CHAMBER, RIVENDELL -- DAY",6268,6270.3,"And my axe."
"1053","!","Boromir looks at them all then walks towards Frodo.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1054","BOROMIR","You carry the fate of us all, little one.","COUNCIL CHAMBER, RIVENDELL -- DAY",6277.5,6280.3,"You carry the fates of us all, little one."
"1055","!","Boromir looks towards Elrond and Gandalf.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1056","BOROMIR","If this is indeed the will of the Council, then Gondor will see it done.","COUNCIL CHAMBER, RIVENDELL -- DAY",6282.5,6289.1,"If this is indeed the will of the Council... ...then Gondor will see it done."
"1057","!","Frodo stares in wonder as the Greatest Fighters in all Middle
earth stand at his side.
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1058","SAM","Here!","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1059","!","A Sudden Noise...Sam pops up from behind a Bush!
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1060","SAM","Mr. Frodo's not gong anywhere without me.","COUNCIL CHAMBER, RIVENDELL -- DAY",6291.7,6296.3,"- Mr. Frodo's not going anywhere without me."
"1061","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1062","ELROND","No, Indeed...it is hardly possible to separate you...even when he is summoned to a secret council and you are not.","COUNCIL CHAMBER, RIVENDELL -- DAY",6291.7,6301.4,"- No indeed it is hardly possible to separate you...  ...even when he is summoned to a secret council and you are not."
"1063","!","Merry and Pippin jump up from behind another bush!
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1064","MERRY","Oi! We're coming too! You'll have to send us home tied up in a sack to stop us.","COUNCIL CHAMBER, RIVENDELL -- DAY",6302.1,6308.8,"Hey. We're coming too! You'll have to send us home tied up in a sack to stop us."
"1065","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1066","PIPPIN","Anyway...you need people of intelligence on this sort of mission...quest...thing...","COUNCIL CHAMBER, RIVENDELL -- DAY",6309,6315.7,"Anyway, you need people of intelligence on this sort of... ...mission. Quest."
"1067","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1068","MERRY","Well, that rules you out, Pip.","COUNCIL CHAMBER, RIVENDELL -- DAY",6316.2,6321.7,"Thing. Well, that rules you out, Pip."
"1069","!","ELROND SURVEYS THE GROUP
","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1070","ELROND","Nine companions ... so be it. You shall be the ""Fellowship of the ring""","COUNCIL CHAMBER, RIVENDELL -- DAY",6323.4,6332.2,"Nine companions. So be it. You shall be: The Fellowship of the Ring."
"1071","!","","COUNCIL CHAMBER, RIVENDELL -- DAY",0,0,""
"1072","PIPPIN","Great.   Where are we going?","COUNCIL CHAMBER, RIVENDELL -- DAY",6332.9,6337.2,"Great! Where are we going?"
"1073","!","INT. FRODO'S BEDROOM, RIVERDELL---DAWN

Close on: An old sword sliding out of a shabby leather
Scabbard...its polished, well tendered Blade glitters cold
and bright.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1074","BILBO","My old sword ""Sting""...here, take it!","FRODO'S BEDROOM, RIVERDELL---DAWN",6412.8,6416.5,"My old sword! Sting. Here, take it. Take it."
"1075","!","Bilbo offers Sting to Frodo.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1076","FRODO","It's so light!","FRODO'S BEDROOM, RIVERDELL---DAWN",6421.9,6425.7,"- It's so light."
"1077","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1078","BILBO","Yes, yes, made by the Elves, you know. The blade glows blue when Orcs are close...and it's times like that, my lad, when you have to be extra careful.","FRODO'S BEDROOM, RIVERDELL---DAWN",6421.9,6435.4,"- Yes, yeah. Made by the elves, you know.  The blade glows blue when orcs are close. And it's times like that, my lad, when you have to be extra careful."
"1079","!","Bilbo unwraps a small shirt of close woven Mail.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1080","BILBO","Here's a pretty thing. Mithril, as light as a feather, and as hard as dragon scales. Let me see you put it on. Come on.","FRODO'S BEDROOM, RIVERDELL---DAWN",6435.7,6448.4,"Here's a pretty thing. Mithril. As light as a feather, and as hard as dragon scales. Let me see you put it on. Come on."
"1081","!","CLOSE ON: Frodo peels off his shirt... revealing The Ring on
the Chain around his neck.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1082","BILBO","Oh! My old Ring...","FRODO'S BEDROOM, RIVERDELL---DAWN",6456.6,6458.6,"Oh! My old ring."
"1083","!","Frodo frowns as Bilbo moves toward him.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1084","BILBO","I should very much like to hold it again, one last time.","FRODO'S BEDROOM, RIVERDELL---DAWN",6459.9,6467.9,"I should very much like... ...to hold it again, one last time."
"1085","!","Bilbo reaches forward, eyes locked on the ring.


CONTINUED:


Suddenly! A shadow passes across Bilbo...for a split second
he becomes a wrinkled creature with a hungry face and Bony,
groping hands. Frodo pulls away, shocked...the shadow passes.
Bilbo slumps into a chair, his head in his hands. Bilbo
falters...his eyes filling with tears.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1086","BILBO","Oh!","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1087","!","","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1088","BILBO","I'm sorry, that I brought this upon you, my boy...I'm sorry that you must carry this burden. I'm sorry for everything.","FRODO'S BEDROOM, RIVERDELL---DAWN",6485.4,6501,"I'm sorry I brought this upon you, my boy. I'm sorry that you must carry this burden. I'm sorry for everything."
"1089","!","Bilbo sobs and Frodo moves to comfort him.


EXT. RIVENDELL VALLEY -- MORNING


The Fellowship climb the long steep path out of the cloven
vale of Rivendell.


EXT. ROUGH COUNTRY, SOUTH OF RIVENDELL -- DAY


The fellowship trekking through a land of Deep Valleys and
turbulent waters...the misty mountains rise sharply to their
left.
","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
"1090","GANDALF","We must hold to his course west of the misty Mountains for forty days. If our luck holds, the Gap of Rohan will still be open to us. From there, our road turns east, to Mordor.","FRODO'S BEDROOM, RIVERDELL---DAWN",6651.2,6663.3,"We must hold to this course, west of the Misty Mountains, for 40 days. If our luck holds, the Gap of Rohan will still be open to us. From there, our road turns east to Mordor."
"1091","!","EXT. EREGION HILLS--DAWN

CLOSE ON: Sam at the campfire. The sound of clashing swords!
Wider: Aragorn and Boromir are giving Pippin Sword tuition...





CONTINUED:

","FRODO'S BEDROOM, RIVERDELL---DAWN",0,0,""
