"","name","dialog","scene","start","end","subs"
"412","GANDALF","You must leave, and leave quickly.","FRODO'S BEDROOM -- NIGHT",2480.7,2484,"- You must leave. And leave quickly."
"413","!","","FRODO'S BEDROOM -- NIGHT",0,0,""
"414","FRODO","Where?   Where shall I go?","FRODO'S BEDROOM -- NIGHT",2480.7,2484,"- Where? Where shall I go?"
"415","!","","FRODO'S BEDROOM -- NIGHT",0,0,""
"416","GANDALF","Get out of the Shire. Make for the village of Bree.","FRODO'S BEDROOM -- NIGHT",2480.7,2487.6," Get out of the Shire. Make for the village of Bree."
"417","!","CONTINUED:

","FRODO'S BEDROOM -- NIGHT",0,0,""
"418","FRODO","Bree?   What about you?","FRODO'S BEDROOM -- NIGHT",2488,2491.9,"Bree. - What about you?"
"419","!","","FRODO'S BEDROOM -- NIGHT",0,0,""
"420","GANDALF","I will, be waiting for you at the Inn of the Prancing Pony.","FRODO'S BEDROOM -- NIGHT",2489.3,2494.6,"- I'll be waiting for you...  ...at the inn of the Prancing Pony."
"421","!","Frodo packs his food into his knapsack.
","FRODO'S BEDROOM -- NIGHT",0,0,""
"422","FRODO","And the ring will be safe there?","FRODO'S BEDROOM -- NIGHT",2494.9,2498.5,"- And the ring will be safe there?"
"423","!","","FRODO'S BEDROOM -- NIGHT",0,0,""
"424","GANDALF","I don't know, Frodo. I don't have any answers. I must see the Head of my Order. He is both wise and powerful. Trust me, Frodo. He'll know what to go.","FRODO'S BEDROOM -- NIGHT",2494.9,2510.1,"- I don't know, Frodo.  I don't have any answers. I must see the head of my order. He is both wise and powerful. Trust me, Frodo. He'll know what to do."
"425","!","INT. BAG END LIVING ROOM -- NIGHT

Frodo is preparing to leave.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"426","GANDALF","You'll have to leave the name of Baggins behind you...for that name is not safe outside the Shire.","BAG END LIVING ROOM -- NIGHT",2510.8,2516.3,"You'll have to leave the name of Baggins behind you. That name is not safe outside the Shire."
"427","!","GANDALF helps FRODO into his coat.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"428","GANDALF","Travel only by day and stay off the road.","BAG END LIVING ROOM -- NIGHT",2517,2520.2,"Travel only by day. And stay off the road."
"429","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"430","FRODO","I can cut across country easily enough.","BAG END LIVING ROOM -- NIGHT",2521,2524.1,"I can cut across country easily enough."
"431","!","Gandalf looks at the young Hobbit, moved by his courage.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"432","GANDALF","My dear Frodo, Hobbits really are amazing creatures. You can learn all that there is to know about their ways in a month, and yet, after a hundred years, they can still surprise you.","BAG END LIVING ROOM -- NIGHT",2526.7,2539.1,"My dear Frodo. Hobbits really are amazing creatures. You can learn all that there is to know about their ways in a month. And yet, after a hundred years... ...they can still surprise you."
"433","!","SUDDENLY!    A SOUND from outside.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"434","GANDALF","Get down!","BAG END LIVING ROOM -- NIGHT",2540.9,2542.2,"Get down."
"435","!","GANDALF FREEZES... he moves quietly towards the window, eyes
wide with tension. He raises his staff above the window, and
slams it down on the intruder. THERE IS A YELP OF PAIN!


CONTINUED:

Gandalf hauls a small figure into the room...SAM GAMGEE
sprawls across the floor! He looks up in terror as Gandalf
looms over him.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"436","GANDALF","Confound it all! Samwise Gamgee, have you been eavesdropping?","BAG END LIVING ROOM -- NIGHT",2554.4,2557.7,"Confound it all, Samwise Gamgee! Have you been eavesdropping?"
"437","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"438","SAM","I ain't been dropping no eaves, sir! Honest. I was just cutting the grass under the window there, if you follow me...","BAG END LIVING ROOM -- NIGHT",2558.1,2562.4,"I haven't been dropping no eaves. Honest. I was just cutting the grass under the window there...If you follow me."
"439","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"440","GANDALF","It's a little late for trimming the hedges, don't you think?","BAG END LIVING ROOM -- NIGHT",2562.8,2565.1,"A little late for trimming the verge, don't you think?"
"441","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"442","SAM","I heard raised voices...","BAG END LIVING ROOM -- NIGHT",2565.4,2568.2,"- I heard raised voices."
"443","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"444","GANDALF","What did you hear?   Speak!","BAG END LIVING ROOM -- NIGHT",2565.4,2568.2,"- What did you hear? Speak!"
"445","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"446","SAM","Nothing important...that is, I heard a good deal about a ring...and a Dark Lord. And something about the end of the world, but...Please, Mr. Gandalf, sir, don't hurt me! Don't turn me into anything unnatural!","BAG END LIVING ROOM -- NIGHT",2565.4,2578.9," Nothing important. That is, I heard a good deal about a ring, and a Dark Lord... ...and something about the end of the world but... Please, Mr. Gandalf, sir, don't hurt me. Don't turn me into anything unnatural."
"447","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"448","GANDALF","No?","BAG END LIVING ROOM -- NIGHT",2579.9,2581.4,"No?"
"449","!","FRODO SMILES
","BAG END LIVING ROOM -- NIGHT",0,0,""
"450","GANDALF","Perhaps not. I've thought of a better use for you.","BAG END LIVING ROOM -- NIGHT",2582.7,2588.4,"Perhaps not. I've thought of a better use for you."
"451","!","EXT. HOBBITON FIELDS -- PRE DAWN

Wide on: HOBBITON...shrouded in a white veil of MIST. WIDER:
To reveal Gandalf, Frodo and Sam hurrying across a ploughed
field, away from Hobbiton! Gandalf leads his Horse...Frodo
and Sam are carrying knapsacks.





CONTINUED:

","BAG END LIVING ROOM -- NIGHT",0,0,""
"452","GANDALF","Come along, Samwise...keep up...","BAG END LIVING ROOM -- NIGHT",2590.2,2593.1,"Come along, Samwise. Keep up."
"453","!","EXT. HOBBITON WOODS -- DAY

Gandalf leads Frodo and Sam under the cover of Woods.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"454","GANDALF","Be careful, both of you. The Enemy has many spies in his service, many ways of hearing...birds, beasts...","BAG END LIVING ROOM -- NIGHT",2594.8,2603,"Be careful, both of you. The enemy has many spies in his service: Many ways of hearing... Birds, beasts."
"455","!","Gandalf takes Frodo to one side...
","BAG END LIVING ROOM -- NIGHT",0,0,""
"456","GANDALF","Is it safe?","BAG END LIVING ROOM -- NIGHT",2604.9,2606.7,"Is it safe?"
"457","!","FRODO NODS...he pats his pocket.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"458","GANDALF","Never put it on, for then the agents of the Dark Lord will be drawn to its power...Always remember, Frodo, the ring is trying to get back to its master...it wants to be found.","BAG END LIVING ROOM -- NIGHT",2608.4,2621.2,"Never put it on... ...for the agents of the Dark Lord will be drawn to its power. Always remember, Frodo... ...the ring is trying to get back to its master. It wants to be found."
"459","!","Gandalf wheels his horse and gallops away.


EXT. GREEN HILL COUNTRY -- DAY

MONTAGE: FRODO AND SAM hiking over the gentle Shire
Countryside...wading through a shallow stream...heating a
kettle over a small fire...clambering over stone walls.


EXT. GREEN HILL COUNTRY -- AFTERNOON

Sam stops short...taking stock of his surroundings.    Sam
looks back from where they came.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"460","SAM","This is it.","BAG END LIVING ROOM -- NIGHT",2661.8,2663.9,"This is it."
"461","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"462","FRODO","This is what?","BAG END LIVING ROOM -- NIGHT",2664.4,2666.4,"This is what?"
"463","!","CONTINUED:

","BAG END LIVING ROOM -- NIGHT",0,0,""
"464","SAM","If I take one more step it'll be the farthest away from home I've ever been.","BAG END LIVING ROOM -- NIGHT",2666.8,2673.1,"If I take one more step... ...it'll be the farthest away from home I've ever been."
"465","!","FRODO gives Sam a pat on the shoulder.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"466","FRODO","Come on, Sam.","BAG END LIVING ROOM -- NIGHT",2677.6,2679,"Come on, Sam."
"467","!","Sam takes a deep breath and steps forward. CLOSE ON: SAM'S
brown, furry foot hits the ground.

FRODO IS SMILING.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"468","FRODO","Remember what Bilbo used to say...it's a dangerous business...","BAG END LIVING ROOM -- NIGHT",2687.5,2689.3,"Remember what Bilbo used to say: It's a dangerous business"
"469","!","Frodo and Sam continue their journey.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"470","BILBO","... it's a dangerous business, Frodo, going out your door...you step onto the road, and if you don't keep your feet, there's not knowing where you might be swept off to.","BAG END LIVING ROOM -- NIGHT",2689.9,2702.4,"- ""It's a dangerous business, Frodo."" - ""Going out your door.  You step onto the road, and if you don't keep your feet... ... there's no knowing where you might be swept off to."""
"471","!","EXT. ISENGARD VALLEY -- DAY

Gandalf is galloping along the outskirts of the ancient
forest of Fangorn. Nestled in a basin at the foot of the
distant Misty Mountains, the tall black tower of Orthanc is
clearly visible

EXT. ISENGARD VALLEY -- DAY

Gandalf gallops through the gate, into the fortress of
ISENGARD...a great ring-wall of stone, a mile from rim to
rim, encloses beautiful trees and gardens, watered by streams
that flow down from the mountains.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"472","SARUMAN","Smoke rises once more from the mountain of doom...the shadow takes shape in the darkness of Mordor; the hour grows late...and Gandalf the Grey rides to Isengard seeking my counsel...","BAG END LIVING ROOM -- NIGHT",2820,2831.3,"Smoke rises once more from the mountain of doom. the shadow takes shape in the darkness of Mordor; the hour grows late. and Gandalf the Grey rides to Isengard... ...seeking my counsel."
"473","!","The strange tower of Orthanc...hewn from a solid pillar of
black obsidian...rises up in the center of the Isengard
Circle. Gandalf arrives at the foot of the Orthanc Stairs.




ANGLE ON: SARUMAN, THE WHITE WIZARD

he sweeps down the Orthanc stairs.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"474","SARUMAN","For that is why you have come, is it not, my old friend?","BAG END LIVING ROOM -- NIGHT",2831.6,2836.9,"For that is why you have come, is it not? My old friend."
"475","!","Gandalf moves quickly towards him, grimy and weary from his
long ride.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"476","GANDALF","Saruman!","BAG END LIVING ROOM -- NIGHT",2837.3,2838.8,"Saruman."
"477","!","EXT. ISENGARD GARDENS -- DAY

Gandalf and Saruman walk slowly between the beautiful trees
of Isengard, Saruman's clean, white robe contrasts with
Gandalf's dusty grey robes.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"478","SARUMAN","Are you sure of this?","BAG END LIVING ROOM -- NIGHT",2843.7,2846.6,"- Are you sure of this?"
"479","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"480","GANDALF","Beyond any doubt.","BAG END LIVING ROOM -- NIGHT",2843.7,2846.6,"- Beyond any doubt."
"481","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"482","SARUMAN","So the ring of power has been found?","BAG END LIVING ROOM -- NIGHT",2843.7,2849.7," So the ring of power has been found."
"483","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"484","GANDALF","All these long years it was in the Shire, under my very nose.","BAG END LIVING ROOM -- NIGHT",2850,2856.5,"All these long years, it was in the Shire. - Under my very nose."
"485","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"486","SARUMAN","And yet you did not have the wit to see it! Your love of the Halfling's leaf has clearly slowed your mind.","BAG END LIVING ROOM -- NIGHT",2853.4,2861.4,"- Yet you did not have the wit to see it.  Your love of the halfling's leaf has clearly slowed your mind."
"487","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"488","GANDALF","We still have time...time enough to counter Sauron...if we act quickly.","BAG END LIVING ROOM -- NIGHT",2862.3,2866.3,"But we still have time. Time enough to counter Sauron if we act quickly."
"489","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"490","SARUMAN","Time?   What time do you think we have?","BAG END LIVING ROOM -- NIGHT",2866.7,2871.7,"Time? What time do you think we have?"
"491","!","INT. ORTHANC ANTE-CHAMBER -- DAY

Saruman and Gandalf are seated in a small, cluttered room to
the side of the cavernous central chamber.


CONTINUED:

","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"492","SARUMAN","Sauron has regained much of his former strength. He cannot yet take physical form...but his spirit has lost none of its potency. Concealed within his fortress, the lord of Mordor sees all. His gaze pierces cloud, shadow, earth, and flesh. You know of what I speak, Gandalf...a great Eye, lidless, wreathed in flame.","ORTHANC ANTE-CHAMBER -- DAY",2872.2,2904.2,"Sauron has regained much of his former strength. He cannot yet take physical form... ...but his spirit has lost none of its potency. Concealed within his fortress, the Lord of Mordor sees all. His gaze pierces cloud, shadow, earth and flesh. You know of what I speak, Gandalf. A great eye, lidless, wreathed in flame."
"493","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"494","GANDALF","The eye of Sauron.","ORTHANC ANTE-CHAMBER -- DAY",2905.4,2907.1,"The eye of Sauron."
"495","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"496","SARUMAN","He is gathering all evil to him.","ORTHANC ANTE-CHAMBER -- DAY",2907.4,2909.9,"He is gathering all evil to him."
"497","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"498","SARUMAN","Very soon he will have summoned an army great enough to launch an assault upon Middle earth.","ORTHANC ANTE-CHAMBER -- DAY",2910.4,2915.2,"Very soon, he'll have summoned an army... ...great enough for an assault upon Middle-earth."
"499","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"500","GANDALF","You know this? How?","ORTHANC ANTE-CHAMBER -- DAY",2915.6,2920,"You know this? How?"
"501","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"502","SARUMAN","I have seen it.","ORTHANC ANTE-CHAMBER -- DAY",2920.6,2922.2,"I have seen it."
"503","!","Gandalf and Saruman stride through Orthanc toward a stone
plinth on which a sphere like shape is draped with a cloth...
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"504","GANDALF","A palantir is a dangerous tool, Saruman.","ORTHANC ANTE-CHAMBER -- DAY",2922.7,2925.8,"A palantir is a dangerous tool, Saruman."
"505","!","Saruman lifts the cloth to reveal the Palantir.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"506","SARUMAN","Why?   Why should we fear to use it?","ORTHANC ANTE-CHAMBER -- DAY",2926.7,2931.2,"Why? Why should we fear to use it?"
"507","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"508","GANDALF","They are not all accounted for, the lost seeing-stones...we do not know who else may be watching.","ORTHANC ANTE-CHAMBER -- DAY",2934,2941.2,"They are not all accounted for, the lost seeing-stones. We do not know who else may be watching."
"509","!","Gandalf throws the cloth back over the Palantir.

FLASH IMAGE: A FIERY EYE!

Saruman sits upon his throne.





CONTINUED:

","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"510","SARUMAN","The hour is later than you think. Sauron's forces are already moving...the Nine have left Minas Morgul.","ORTHANC ANTE-CHAMBER -- DAY",2943.9,2954.1,"The hour is later than you think. Sauron's forces are already moving. The Nine have left Minas Morgul."
"511","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"512","GANDALF","The nine!","ORTHANC ANTE-CHAMBER -- DAY",2954.5,2955.5,"The Nine?"
"513","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"514","SARUMAN","They crossed the river Isen in Midsummer's eve, disguised as riders in black.","ORTHANC ANTE-CHAMBER -- DAY",2955.7,2961.6,"They crossed the river Isen on Midsummer's Eve... ...disguised as riders in black."
"515","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"516","GANDALF","They have reached the Shire?","ORTHANC ANTE-CHAMBER -- DAY",2961.9,2965.7,"- They've reached the Shire?"
"517","!","Saruman shrugs...
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"518","SARUMAN","They will find the ring...and kill the one who carries it.","ORTHANC ANTE-CHAMBER -- DAY",2961.9,2969.6,"- They will find the ring.  And kill the one who carries it."
"519","!","Gandalf backs away and turns to run to the door...horrified
as the doors suddenly slam shut.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"520","SARUMAN","You did not seriously think a Hobbit could contend with the will of Sauron? There are none who can.","ORTHANC ANTE-CHAMBER -- DAY",2970.1,2992.1,"Frodo! You did not seriously think that a hobbit could contend with the will of Sauron? There are none who can."
"521","!","Gandalf slowly turns to Saruman...a look of dawning horror.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"522","SARUMAN","Against the power of Mordor, there can be no victory. We must join with him, Gandalf. We must join with Sauron. It would be wise, my friend.","ORTHANC ANTE-CHAMBER -- DAY",2994.7,3014.2,"Against the power of Mordor... ...there can be no victory. We must join with him, Gandalf. We must join with Sauron. It would be wise, my friend."
"523","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"524","GANDALF","Tell me, friend, when did Saruman the wise abandon reason for madness?","ORTHANC ANTE-CHAMBER -- DAY",3014.9,3022.9,"Tell me... ...friend... ...when did Saruman the Wise abandon reason for madness?"
"525","!","At that moment: Gandalf is suddenly blasted across the room!
He slams against the wall...pinned there by some unseen
force. With sudden effort, Gandalf wrenches himself off the
wall and swings his staff on Saruman...blasting him off his
feet! Gandalf and Saruman battle, powerful blasts throwing
them across the room. SARUMAN SCREAMS, EYES BLAZING!
Gandalf's staff is suddenly wrenched from his grasp...it
flies across the chamber into Saruman's hand! Gandalf is
flung to the floor.


CONTINUED: (2)

","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"526","SARUMAN","I gave you the chance of aiding me willingly, but you have elected the way of pain.","ORTHANC ANTE-CHAMBER -- DAY",3062.6,3072.3,"I gave you the chance of... ...aiding me willingly... ...but you have elected the way of pain!"
"527","!","Gandalf is breathing hard on the floor, his eyes look into
the madness of Saruman... Commanding two staffs, Saruman
sends Gandalf into a sickening spin. Gandalf tumbles towards
the top of the chamber...as if falling in reverse. Rushing
POV: the roof of Orthanc rockets toward camera.


EXT. FARMER'S FIELDS -- DAY

Wide on: Frodo and Sam walking along a country lane which
borders Farmer Maggot's Fields. Sam is looking up...Frodo has
disappeared around a corner in the lane.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"528","SAM","Mr. Frodo. Mr. Frodo!","ORTHANC ANTE-CHAMBER -- DAY",3095.8,3099.6,"Mr. Frodo? Mr. Frodo!"
"529","!","Frodo turns, surprised as Sam comes running towards him.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"530","SAM","I thought I lost you.","ORTHANC ANTE-CHAMBER -- DAY",3101.1,3104.2,"- I thought I'd lost you."
"531","!","Frodo looks at Sam suspiciously. Sam glances down, embarrassed.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"532","FRODO","What are you talking about?","ORTHANC ANTE-CHAMBER -- DAY",3101.1,3104.2,"- What are you taking about?"
"533","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"534","SAM","It's just something Gandalf said...","ORTHANC ANTE-CHAMBER -- DAY",3101.1,3107.3," - It's just something Gandalf said."
"535","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"536","FRODO","What did he say?","ORTHANC ANTE-CHAMBER -- DAY",3104.4,3107.3,"- What did he say?"
"537","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"538","SAM","He said...""Don't you leave him, Samwise Gamgee."" And I don't mean to.","ORTHANC ANTE-CHAMBER -- DAY",3104.4,3112," He said... ""Don't you lose him, Samwise Gamgee."" And I don't mean to."
"539","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"540","FRODO","Sam...we're still in the Shire...what could possibly happen?","ORTHANC ANTE-CHAMBER -- DAY",3112.5,3116,"Sam, we're still in the Shire. What could possibly happen?"
"541","!","CONTINUED:


SUDDENLY! A figure comes crashing out of a hedgerow sending
Frodo flying. Frodo picks himself up, only to be knocked back
down again by Pippin.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"542","PIPPIN","Frodo!   Merry, it's Frodo Baggins.","ORTHANC ANTE-CHAMBER -- DAY",3119,3122.5,"Frodo. - Merry, it's Frodo Baggins."
"543","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"544","MERRY","Hello Frodo","ORTHANC ANTE-CHAMBER -- DAY",3120.3,3122.5,"- Hello, Frodo."
"545","!","Merry, Pippin, and Frodo picking themselves up... a variety
of vegetables have scattered everywhere.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"546","SAM","What's the meaning of this!","ORTHANC ANTE-CHAMBER -- DAY",3120.3,3128.1," What's the meaning of this?"
"547","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"548","MERRY","Sam, hold this...","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"549","!","Merry gives Sam a large cabbage.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"550","SAM","You've been into Farmer Maggot's crop!","ORTHANC ANTE-CHAMBER -- DAY",3128.6,3131.6,"You've been into Farmer Maggot's crop!"
"551","!","A large pitchfork can be seen racing towards them along the
Hedgerow...angry shouts from Farmer Maggot.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"552","FARMER MAGGOT","You get back here! Get out of my field! You'll know the devil if I catch up with you!","ORTHANC ANTE-CHAMBER -- DAY",3132.9,3140.2,"You get back here! Get out of my field! You'll know the devil if I catch up with you!"
"553","!","Merry and Pippin hurriedly gather their booty and race
away...with Frodo and Sam on their heels.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"554","MERRY","I don't know why he's so upset, it's only a couple of carrots.","ORTHANC ANTE-CHAMBER -- DAY",3140.6,3143.4,"I don't know why he's so upset. It's only a couple of carrots."
"555","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"556","PIPPIN","And some cabbages...and those three bags of potatoes that we lifted last week. And then the mushrooms the week before.","ORTHANC ANTE-CHAMBER -- DAY",3143.7,3152,"And some cabbages. And those three bags of potatoes that we lifted last week. - And then the mushrooms the week before."
"557","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"558","MERRY","Yes, Pippin, my point is, he's clearly over reacting.","ORTHANC ANTE-CHAMBER -- DAY",3148.1,3154.5,"- Yes, Pippin. My point is...  ...he's clearly overreacting."
"559","!","The BAYING OF LARGE DOGS sounds!




CONTINUED: (2)

","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"560","PIPPIN","Run!","ORTHANC ANTE-CHAMBER -- DAY",3154.8,3156.2,"Run!"
"561","!","EXT. WOODED ROAD -- DAY

Frodo, Sam, and Merry and Pippin tumble head over heels down
a bank, onto a dark, wooded road. CLOSE ON: A winded Pippin,
his face inches away from a large pile of Horse droppings...
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"562","PIPPIN","That was close.","ORTHANC ANTE-CHAMBER -- DAY",3169.7,3172.2,"Oh, that was close."
"563","!","Frodo picks himself up and looks around quickly.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"564","MERRY","Ow...I think I've broken something.","ORTHANC ANTE-CHAMBER -- DAY",3173.4,3176.4,"I think I've broken something."
"565","!","Pulls a LARGE CARROT, almost broken through in the middle,
out from his back pocket.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"566","MERRY","Oh.","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"567","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"568","SAM","Trust a Brandybuck and a Took.","ORTHANC ANTE-CHAMBER -- DAY",3177.5,3179.8,"Trust a Brandybuck and a Took!"
"569","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"570","MERRY","What? That was just a detour...a shortcut.","ORTHANC ANTE-CHAMBER -- DAY",3180,3183.5,"What? That was just a detour. A short cut."
"571","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"572","SAM","A shortcut to what?","ORTHANC ANTE-CHAMBER -- DAY",3183.9,3186.1,"- Short cut to what?"
"573","!","Pippin has spied something under the trees on the far side of
the road.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"574","PIPPIN","Mushrooms!","ORTHANC ANTE-CHAMBER -- DAY",3183.9,3186.1,"- Mushrooms!"
"575","!","CLOSE ON: SMALL, brown mushrooms growing amongst the Loamy
undergrowth. Sam, Merry, and Pippin race toward the
mushrooms! Frodo is tense and watchful. He realizes they are
on a wooded road. Scattered leaves rise into the air Whirling
down the road as if blown by an invisible wind...




SUDDENLY... THE SOUND OF HORSES HOOVES...
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"576","FRODO","I think we should get off the road.","ORTHANC ANTE-CHAMBER -- DAY",3183.9,3205.9," I think we should get off the road."
"577","!","A long drawn WAIL comes down the wind, like the cry of some
evil and lonely creature.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"578","FRODO","Get off the road!","ORTHANC ANTE-CHAMBER -- DAY",3215.3,3216.6,"Get off the road!"
"579","!","Sam grabs Merry and Pippin as the Hobbits quickly scramble
down the bank, hiding under a mossy log. THE SOUND OF HOOVES
is close... A sinister MOUNTED RINGWRATH steps into
view...hooded and faceless, mounted on a huge snarling black
horse with insane eyes ! Frodo freezes in terror. The
RINGWRAITH pauses right beside their hiding place...he sits
very still with his head bowed, listening. From inside the
hood comes a sniffing noise as if he is trying to catch an
elusive scent; his head turning from side to side.

CLOSE ON: FRODO

Beads of sweat gather on his brow. The ringwraith suddenly
slides off his horse, leaning over the mossy log, peering
suspiciously into the woods.

CLOSE ON: FRODO

He is drawing the ring out of his pocket, with trembling
hands...his face fevered and sweating as if in the grip of
some terrible INTERNAL STRUGGLE. The SOUND OF SNIFFING
intensifies as the ringwraith darts his head from side to
side like a bird of party.

CLOSE ON: FRODO SQUEEZING HIS EYES SHUT...

QUICK PSYCHIC BLASTS!   AND EVIL DARK TOWER...A GREAT EYE...A

BURST OF FLAME.

ANGLE ON:   SAM LOOKING AT FRODO WITH CONCERN
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"580","SAM","Frodo?","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"581","!","Merry desperately hurls the mushrooms across the road...the
ringwraith spins around at the sound, and darts to the far
side of the road with frightening speed. Frodo instantly
slumps...as if a PSYCHIC LINK had been broken




CONTINUED:

","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"582","MERRY","What was that?","ORTHANC ANTE-CHAMBER -- DAY",3298.8,3300.9,"What was that?"
"583","!","Frodo is staring, a look of shock on his face at the ring
lying in the palm of his hand.

EXT. FERRY LANE -- NIGHT

Frodo, Sam, Merry, and Pippin hurry through the
trees...slipping and sliding on the muddy ground.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"584","SAM","Anything?","ORTHANC ANTE-CHAMBER -- DAY",3333.7,3335.1,"Anything?"
"585","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"586","FRODO","Nothing.","ORTHANC ANTE-CHAMBER -- DAY",3335.9,3337.3,"Nothing."
"587","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"588","PIPPIN","What is going on?","ORTHANC ANTE-CHAMBER -- DAY",3338.1,3340.3,"What is going on?"
"589","!","Merry moves past pippin, toward Frodo, watching
intently...Sam keeps looking around nervously.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"590","MERRY","That Black rider was looking for something...or someone...Frodo?","ORTHANC ANTE-CHAMBER -- DAY",3340.9,3347.4,"That Black rider was looking for something. or someone. Frodo?"
"591","!","","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"592","SAM","Get down!","ORTHANC ANTE-CHAMBER -- DAY",3348.2,3349.2,"Get down!"
"593","!","The SILHOUETTE OF A BLACK RIDER looms against the skyline.
The Four Hobbits... sprawled on the ground, holding their
breath. The BLACK RIDER turns and departs.
","ORTHANC ANTE-CHAMBER -- DAY",0,0,""
"594","FRODO","I have to leave the Shire...Sam and I must get to Bree.","ORTHANC ANTE-CHAMBER -- DAY",3366.1,3371.7,"I have to leave the Shire. Sam and I must get to Bree."
