"","scene","person","script","place","daytime","emo","hero"
"2130",103,"THOR","DROPS THOR OUT OF THE SHIP."," HELICARRIER DETENTION SECTION ","DAY","anticipation","hero"
"2131",104,"CLINT BARTON/HAWKEYE","BARTON"," LOWER EQUIPMENT ROOM, CARRIER ","DAY","neutral","alter ego"
"2132",104,"CLINT BARTON/HAWKEYE","Natasha..."," LOWER EQUIPMENT ROOM, CARRIER ","DAY","neutral","alter ego"
"2133",104,"CLINT BARTON/HAWKEYE","Natasha COLDCOCKS him. Barton is out."," LOWER EQUIPMENT ROOM, CARRIER ","DAY","neutral","alter ego"
"2134",106,"LOKI","LOKI"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2135",106,"LOKI","(TURNING)"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2136",106,"LOKI","Am I?"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2137",106,"LOKI","AGENT PHIL COULSON"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2138",106,"LOKI","It's in your nature."," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2139",106,"LOKI","LOKI"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2140",106,"LOKI","Your heroes are scattered, your"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2141",106,"LOKI","floating fortress falls from the"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2142",106,"LOKI","sky...where is my disadvantage?"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2143",106,"LOKI","AGENT PHIL COULSON"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2144",106,"LOKI","You lack conviction."," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2145",106,"LOKI","LOKI"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2146",106,"LOKI","I don't think I..."," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2147",106,"LOKI","AGENT COULSON SHOOTS LOKI WITH HIS PHASE 2 WEAPON PROTOTYPE,"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2148",106,"LOKI","CAUSING LOKI TO BE BLOWN THROUGH THE WALL BEHIND HIM."," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2149",106,"LOKI","AGENT PHIL COULSON"," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2150",106,"LOKI","So that's what it does."," HELICARRIER DETENTION SECTION ","DAY","negative","hero"
"2151",108,"TONY/IRON MAN","TONY"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2152",108,"TONY/IRON MAN","Cap, I need the lever!"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2153",108,"TONY/IRON MAN","STEVE (V.O.)"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2154",108,"TONY/IRON MAN","I need a minute here!"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2155",108,"TONY/IRON MAN","TONY"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2156",108,"TONY/IRON MAN","Lever. Now!"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2157",108,"TONY/IRON MAN","Tony lets go of the rotors. They spin by themselves. Tony is"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2158",108,"TONY/IRON MAN","then caught in one. He is now fucked. IRON MAN slips into the"," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2159",108,"TONY/IRON MAN","rotors, getting chewed up."," HELICARRIER PORT SIDE ","DAY","trust","alter ego"
"2160",110,"NICK FURY","NICK FURY"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2161",110,"NICK FURY","Just stay awake. EYES ON ME!"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2162",110,"NICK FURY","AGENT PHIL COULSON"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2163",110,"NICK FURY","No. I'm clocked out here."," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2164",110,"NICK FURY","NICK FURY"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2165",110,"NICK FURY","Not an option."," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2166",110,"NICK FURY","AGENT PHIL COULSON"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2167",110,"NICK FURY","It's okay, boss. This was never going"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2168",110,"NICK FURY","to work... if they didn't have"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2169",110,"NICK FURY","something... to..."," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2170",110,"NICK FURY","Agent Coulson looks away. Sighs his last breath. Nick Fury looks"," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2171",110,"NICK FURY","on grimly at Coulson. The medical team arrives."," HELICARRIER DETENTION SECTION ","DAY","fear","hero"
"2172",113,"NICK FURY","NICK FURY"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2173",113,"NICK FURY","These were in Phil Coulson's jacket."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2174",113,"NICK FURY","Guess he never did get you to sign"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2175",113,"NICK FURY","them."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2176",113,"NICK FURY","Fury throws Coulson's CAPTAIN AMERICA TRADING CARDS on the table"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2177",113,"NICK FURY","towards Steve. Steve picks them up, STAINED WITH BLOOD."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2178",113,"NICK FURY","NICK FURY"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2179",113,"NICK FURY","We're dead in the air up here. Our"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2180",113,"NICK FURY","communications, location of the cube,"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2181",113,"NICK FURY","Banner, Thor. I got nothing for you."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2182",113,"NICK FURY","Lost my one good eye. Maybe I had that"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2183",113,"NICK FURY","coming."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2184",113,"NICK FURY","(A BEAT)"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2185",113,"NICK FURY","Yes, we were going to build an arsenal"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2186",113,"NICK FURY","with the Tesseract. I never put all my"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2187",113,"NICK FURY","chips on that number though, because I"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2188",113,"NICK FURY","was playing something even riskier."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2189",113,"NICK FURY","There was an idea, Stark knows this,"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2190",113,"NICK FURY","called THE AVENGERS INITIATIVE. The"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2191",113,"NICK FURY","idea was to bring together a group of"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2192",113,"NICK FURY","remarkable people, see if they could"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2193",113,"NICK FURY","become something more. See if they"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2194",113,"NICK FURY","could work together when we needed them"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2195",113,"NICK FURY","to, to fight the battles that we never"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2196",113,"NICK FURY","could. Phil Coulson died still"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2197",113,"NICK FURY","believing in that idea, in heroes."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2198",113,"NICK FURY","Tony gets up and walks off, not wanting to hear it anymore."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2199",113,"NICK FURY","NICK FURY"," HELICARRIER BRIDGE ","LATER","negative","hero"
"2200",113,"NICK FURY","Well, it's an old fashioned notion."," HELICARRIER BRIDGE ","LATER","negative","hero"
"2201",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2202",115,"BANNER/HULK","(COMING TO)"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2203",115,"BANNER/HULK","Did I hurt anybody?"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2204",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2205",115,"BANNER/HULK","Lucky."," ABANDONED BUILDING ","DAY","anger","alter ego"
"2206",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2207",115,"BANNER/HULK","You saw?"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2208",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2209",115,"BANNER/HULK","Thank you."," ABANDONED BUILDING ","DAY","anger","alter ego"
"2210",115,"BANNER/HULK","A beat."," ABANDONED BUILDING ","DAY","anger","alter ego"
"2211",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2212",115,"BANNER/HULK","What?"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2213",115,"BANNER/HULK","BANNER"," ABANDONED BUILDING ","DAY","anger","alter ego"
"2214",115,"BANNER/HULK","No."," ABANDONED BUILDING ","DAY","anger","alter ego"
"2215",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2216",116,"NATASHA/BLACK WIDOW","Clint, you're gonna be alright."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2217",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2218",116,"CLINT BARTON/HAWKEYE","You know that? Is that what you know? I"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2219",116,"CLINT BARTON/HAWKEYE","got...I gotta go in though. I gotta"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2220",116,"CLINT BARTON/HAWKEYE","flush him out."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2221",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2222",116,"NATASHA/BLACK WIDOW","We don't have that long, it's gonna"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2223",116,"NATASHA/BLACK WIDOW","take time."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2224",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2225",116,"CLINT BARTON/HAWKEYE","I don't understand. Have you ever had"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2226",116,"CLINT BARTON/HAWKEYE","someone take your brain and play? Pull"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2227",116,"CLINT BARTON/HAWKEYE","you out and send something else in? Do"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2228",116,"CLINT BARTON/HAWKEYE","you know what it's like to be unmade?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2229",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2230",116,"NATASHA/BLACK WIDOW","You know that I do."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2231",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2232",116,"CLINT BARTON/HAWKEYE","Why am I back? How did you get him out?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2233",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2234",116,"NATASHA/BLACK WIDOW","Cognitive recalibration. I hit you"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2235",116,"NATASHA/BLACK WIDOW","really hard in the head."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2236",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2237",116,"CLINT BARTON/HAWKEYE","Thanks."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2238",116,"CLINT BARTON/HAWKEYE","(Natasha unfastens the"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2239",116,"CLINT BARTON/HAWKEYE","RESTRAINTS)"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2240",116,"CLINT BARTON/HAWKEYE","Tasha, how many agents?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2241",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2242",116,"NATASHA/BLACK WIDOW","Don't. Don't do that to yourself,"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2243",116,"NATASHA/BLACK WIDOW","Clint. This is Loki. This is monsters"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2244",116,"NATASHA/BLACK WIDOW","and magic and nothing we were ever"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2245",116,"NATASHA/BLACK WIDOW","trained for."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2246",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2247",116,"CLINT BARTON/HAWKEYE","Loki, he got away?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2248",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2249",116,"NATASHA/BLACK WIDOW","Yeah. I don't suppose you know where?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2250",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2251",116,"CLINT BARTON/HAWKEYE","I didn't need to know. I didn't ask."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2252",116,"CLINT BARTON/HAWKEYE","He's gonna make his play soon though."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2253",116,"CLINT BARTON/HAWKEYE","Today."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2254",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2255",116,"NATASHA/BLACK WIDOW","We gotta stop him."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2256",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2257",116,"CLINT BARTON/HAWKEYE","Yeah? Who's we?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2258",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2259",116,"NATASHA/BLACK WIDOW","I don't know. Whoever's left."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2260",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2261",116,"CLINT BARTON/HAWKEYE","Well, if I put an arrow in Loki's"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2262",116,"CLINT BARTON/HAWKEYE","eyesocket, I'd sleep better I suppose."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2263",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2264",116,"NATASHA/BLACK WIDOW","Now you sound like you."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2265",116,"NATASHA/BLACK WIDOW","Natasha sits next to her partner and friend."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2266",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2267",116,"CLINT BARTON/HAWKEYE","But you don't. You're a spy, not a"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2268",116,"CLINT BARTON/HAWKEYE","soldier. Now you want to wade into a"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2269",116,"CLINT BARTON/HAWKEYE","war. Why? What did Loki do to you?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2270",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2271",116,"NATASHA/BLACK WIDOW","He didn't, I just..."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2272",116,"NATASHA/BLACK WIDOW","(SHE PAUSES)"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2273",116,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2274",116,"CLINT BARTON/HAWKEYE","Natasha."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2275",116,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2276",116,"NATASHA/BLACK WIDOW","I've been compromised. I got red in my"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2277",116,"NATASHA/BLACK WIDOW","ledger. I'd like to wipe it out."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2278",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2279",117,"STEVE/CAPTAIN AMERICA","Was he married?"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2280",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2281",117,"TONY/IRON MAN","No. There was a uh...cellist, I think."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2282",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2283",117,"STEVE/CAPTAIN AMERICA","I'm sorry. He seemed like a good man."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2284",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2285",117,"TONY/IRON MAN","He was an idiot."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2286",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2287",117,"STEVE/CAPTAIN AMERICA","Why? For believing?"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2288",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2289",117,"TONY/IRON MAN","For taking on Loki alone."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2290",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2291",117,"STEVE/CAPTAIN AMERICA","He was doing his job."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2292",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2293",117,"TONY/IRON MAN","He was out of his league. He should"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2294",117,"TONY/IRON MAN","have waited. He should have..."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2295",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2296",117,"STEVE/CAPTAIN AMERICA","Sometimes there isn't a way out, Tony."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2297",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2298",117,"TONY/IRON MAN","(WALKS AWAY)"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2299",117,"TONY/IRON MAN","Right. How did that work for him?"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2300",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2301",117,"STEVE/CAPTAIN AMERICA","Is this the first time you've lost a"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2302",117,"STEVE/CAPTAIN AMERICA","soldier?"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2303",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2304",117,"TONY/IRON MAN","(turns around sharply)"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2305",117,"TONY/IRON MAN","WE ARE NOT SOLDIERS! I am not marching"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2306",117,"TONY/IRON MAN","to Fury's fife!"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2307",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2308",117,"STEVE/CAPTAIN AMERICA","Neither am I! He's got the same blood"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2309",117,"STEVE/CAPTAIN AMERICA","on his hands as Loki does. Right now"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2310",117,"STEVE/CAPTAIN AMERICA","we've got to put that aside and get"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2311",117,"STEVE/CAPTAIN AMERICA","this done. Now Loki needs a power"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2312",117,"STEVE/CAPTAIN AMERICA","source, if we can put together a"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2313",117,"STEVE/CAPTAIN AMERICA","list..."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2314",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2315",117,"TONY/IRON MAN","(looking at the blood stained"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2316",117,"TONY/IRON MAN","WALL)"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2317",117,"TONY/IRON MAN","He made it personal."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2318",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2319",117,"STEVE/CAPTAIN AMERICA","That's not the point."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2320",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2321",117,"TONY/IRON MAN","That is the point. That's Loki's point."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2322",117,"TONY/IRON MAN","He hit us all right where we live. Why?"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2323",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2324",117,"STEVE/CAPTAIN AMERICA","To tear us apart."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2325",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2326",117,"TONY/IRON MAN","He had to conquer his greed, but he"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2327",117,"TONY/IRON MAN","knows he has to take us out to win,"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2328",117,"TONY/IRON MAN","right? That's what he wants. He wants"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2329",117,"TONY/IRON MAN","to beat us and he wants to be seen"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2330",117,"TONY/IRON MAN","doing it. He wants an audience."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2331",117,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2332",117,"STEVE/CAPTAIN AMERICA","Right, I caught his act at Stuttengard."," HELICARRIER DETENTION SECTION ","DAY","positive","alter ego"
"2333",117,"TONY/IRON MAN","TONY"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2334",117,"TONY/IRON MAN","Yeah. That's just a preview, this is"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2335",117,"TONY/IRON MAN","opening night. Loki's a full-tilt diva."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2336",117,"TONY/IRON MAN","He wants flowers, he wants parades, he"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2337",117,"TONY/IRON MAN","wants a monument built in the skies"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2338",117,"TONY/IRON MAN","with his name plastered..."," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2339",117,"TONY/IRON MAN","(PAUSE)"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2340",117,"TONY/IRON MAN","Sonofabitch!"," HELICARRIER DETENTION SECTION ","DAY","negative","alter ego"
"2341",119,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2342",119,"STEVE/CAPTAIN AMERICA","Time to go."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2343",119,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2344",119,"NATASHA/BLACK WIDOW","Go where?"," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2345",119,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2346",119,"STEVE/CAPTAIN AMERICA","I'll tell you on the way. Can you fly"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2347",119,"STEVE/CAPTAIN AMERICA","one of those jets?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2348",119,"STEVE/CAPTAIN AMERICA","Barton walks out of the restroom. Looks at Cap."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2349",119,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2350",119,"CLINT BARTON/HAWKEYE","I can."," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2351",119,"CLINT BARTON/HAWKEYE","Steve looks at Natasha and she nods her head to confirm Barton's"," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2352",119,"CLINT BARTON/HAWKEYE","on their side."," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2353",119,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2354",119,"STEVE/CAPTAIN AMERICA","You got a suit?"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2355",119,"CLINT BARTON/HAWKEYE","CLINT BARTON"," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2356",119,"CLINT BARTON/HAWKEYE","Yeah."," HELICARRIER MEDICAL ROOM ","DAY","neutral","alter ego"
"2357",119,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
"2358",119,"STEVE/CAPTAIN AMERICA","Then suit up."," HELICARRIER MEDICAL ROOM ","DAY","positive","alter ego"
